fixture_id,k,representation,repeat,sum_probabilities,absolute_sum_error,normalization_defined,normalized_mean_binary_excess_brier
e10_primitive_bridge:15:9,15,counts,1,1.2300000000000002,0.2300000000000002,True,0.00528026747957431
e10_primitive_bridge:15:9,15,oracle_probs_full,0,1.37,0.3700000000000001,True,0.0026741555424814583
e10_primitive_bridge:15:9,15,oracle_probs_full,1,1.31,0.31000000000000005,True,0.0028547253901678457
e10_primitive_bridge:15:9,15,oracle_probs_only,0,1.48,0.48,True,0.003263326368084421
e10_primitive_bridge:15:9,15,oracle_probs_only,1,1.4900000000000002,0.4900000000000002,True,0.003679040254662436
e10_primitive_bridge:2:0,2,bayes,0,0.99,0.010000000000000009,True,1.4246051513282388e-05
e10_primitive_bridge:2:0,2,bayes,1,1.0,0.0,True,0.0003058294532571129
e10_primitive_bridge:2:0,2,counts,0,1.01,0.010000000000000009,True,0.0009566655279236089
e10_primitive_bridge:2:0,2,counts,1,1.02,0.020000000000000018,True,0.000914677275945767
e10_primitive_bridge:2:0,2,oracle_probs_full,0,1.0,0.0,True,0.0003058294532571129
e10_primitive_bridge:2:0,2,oracle_probs_full,1,1.0,0.0,True,0.0003058294532571129
e10_primitive_bridge:2:0,2,oracle_probs_only,0,1.03,0.030000000000000027,True,0.0032525394188112405
e10_primitive_bridge:2:0,2,oracle_probs_only,1,1.03,0.030000000000000027,True,0.0050071570267831034
e10_primitive_bridge:2:1,2,bayes,0,0.9700000000000001,0.029999999999999916,True,0.014032442342438098
e10_primitive_bridge:2:1,2,bayes,1,0.9600000000000001,0.039999999999999925,True,0.01757812500000002
e10_primitive_bridge:2:1,2,counts,0,0.86,0.14,True,0.0020450243374797294
e10_primitive_bridge:2:1,2,counts,1,0.9199999999999999,0.08000000000000007,True,0.0014768431001890422
e10_primitive_bridge:2:1,2,oracle_probs_full,0,0.99,0.010000000000000009,True,0.0011510305070911186
e10_primitive_bridge:2:1,2,oracle_probs_full,1,1.01,0.010000000000000009,True,0.0005177188510930342
e10_primitive_bridge:2:1,2,oracle_probs_only,0,1.04,0.040000000000000036,True,0.0016642011834319473
e10_primitive_bridge:2:1,2,oracle_probs_only,1,1.06,0.06000000000000005,True,0.002503114987540047
e10_primitive_bridge:2:10,2,bayes,0,1.0,0.0,True,0.006430527714044187
e10_primitive_bridge:2:10,2,bayes,1,1.0,0.0,True,0.008898659582176055
e10_primitive_bridge:2:10,2,counts,0,1.2400000000000002,0.2400000000000002,True,0.018084365863407816
e10_primitive_bridge:2:10,2,counts,1,1.19,0.18999999999999995,True,0.03202232859729338
e10_primitive_bridge:2:10,2,oracle_probs_full,0,0.9299999999999999,0.07000000000000006,True,0.023853946034652983
e10_primitive_bridge:2:10,2,oracle_probs_full,1,0.9099999999999999,0.09000000000000008,True,0.0305669605120155
